NAME,RA,DEC,J_VEGA_MAG,J_ERR,H_VEGA_MAG,H_ERR,K_VEGA_MAG,K_ERR,REFERENCE (https://arxiv.org/pdf/astro-ph/0609461.pdf)
AS19,132.8320833,11.8697222,12.668,0.017,12.363,0.01,12.29,0.011,M67-IV-2
